source_id,verified_pdf,entry_sheet,bibtex_key,title,year,domain_theme,task,modality,method_or_contribution,dataset_or_evaluation_context,reported_metrics_or_findings,limitations,tbs_relevance,supporting_pdf_pages,pdf_extraction_note
173,173_GeminiFusion.pdf,173 - 2024 - GeminiFusion - Segmentasi RGB-D.md,jia2024geminifusion,GeminiFusion: Efficient Pixel-wise Multimodal Fusion for Vision Transformer,2024,Segmentasi RGB-D,Segmentation / salient-object perception,RGB-D / depth-aware,"GeminiFusion mengamati bahwa pada RGB-D dan modalitas terselaraskan sejenis, fitur pada posisi piksel i di satu modalitas paling relevan dengan fitur pada posisi piksel i yang sama di modalitas lain, karena kedua peta fitur menggambarkan lokasi fisik yang sama pada adegan. Oleh karena itu, interaksi *cross-attention* dibatasi hanya pada pasangan token sejajar posisi tersebut, bukan seluruh N × N pasangan. Pembatasan ini menurunkan kompleksitas dari kuadra...","Evaluasi utama dilakukan pada segmentasi semantik RGB-D memakai dua dataset indoor standar: NYUDv2 dan SUN RGB-D, keduanya berisi pasangan citra RGB dan peta kedalaman beranotasi kelas per piksel. Dengan *backbone* MiT-B3, GeminiFusion mencapai 56,8% mIoU pada NYUDv2 dan 52,7% mIoU pada SUN RGB-D; dengan *backbone* MiT-B5 yang lebih besar, angka naik menjadi 57,7% dan 53,3%; dengan Swin-Transformer-large resolusi 384, NYUDv2 mencapai 60,2% (60,9% dengan p...","Kutip dengan kunci `jia2024geminifusion`. Ringkasan yang aman dikutip: ""GeminiFusion mengusulkan fusi RGB-D per-piksel pada Vision Transformer dengan kompleksitas linear terhadap jumlah token, mencapai 56,8% mIoU pada NYUDv2 dan 52,7% mIoU pada SUN RGB-D dengan backbone MiT-B3, mengungguli TokenFusion pada kedua dataset."" Angka mIoU (56,8%; 57,7%; 60,2%; 60,9%; 52,7%; 53,3%; 54,8%), perbandingan FLOPs (17G vs 0,14G), hasil ablasi (53,3% → 55,4% → 56,3% →...","Kelebihan utama GeminiFusion adalah efisiensi: kompleksitas linear terhadap jumlah token membuatnya jauh lebih murah daripada *cross-attention* global sambil mempertahankan sebagian besar keuntungan akurasinya dibanding pertukaran token. Modul ini juga terbukti serbaguna lintas *backbone* (MiT, Swin) dan lintas tugas (segmentasi, deteksi 3D, translasi citra), yang jarang ditunjukkan oleh modul fusi bertujuan khusus. Dari sisi konseptual, pembatasan intera...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2, 3",15 PDF pages; automatic locator scanned first 10
174,174_Omnivore.pdf,174 - 2022 - Omnivore - Segmentasi RGB-D.md,girdhar2022omnivore,Omnivore: A Single Model for Many Visual Modalities,2022,Segmentasi RGB-D,Segmentation / salient-object perception,RGB-D / depth-aware,"Gagasan inti Omnivore adalah menyamakan format token di tingkat masukan, bukan menyamakan arsitektur di tingkat tinggi. Setiap modalitas — citra, video, atau RGB-D — dipecah menjadi potongan (*patch*) berdimensi waktu×tinggi×lebar×kanal (t×h×w×3) sebelum masuk ke lapis penyemat (*embedding*) pertama. Video secara alami memiliki t > 1 karena memuat banyak bingkai; citra tunggal dan citra RGB-D hanya memiliki t = 1. Agar satu lapis penyemat yang sama dapat...","Evaluasi utama dilakukan pada tiga tolok ukur klasifikasi standar: ImageNet-1K untuk citra, Kinetics-400 untuk video, dan SUN RGB-D untuk citra RGB-D indoor. Pada konfigurasi terbesar, Omnivore Swin-L mencapai 86,0% akurasi top-1 di ImageNet-1K, 84,1% di Kinetics-400, dan 67,1% di SUN RGB-D; konfigurasi menengah Swin-B mencapai 84,0%, 83,3%, dan 65,4% secara berurutan pada ketiga tolok ukur tersebut. Angka-angka ini dilaporkan sepadan dengan model khusus...","Kutip dengan kunci `girdhar2022omnivore`. Ringkasan yang aman dikutip: ""Omnivore adalah satu model Swin Transformer yang mengklasifikasikan citra, video, dan RGB-D dengan bobot bersama lewat tokenisasi spatio-temporal seragam, mencapai akurasi sepadan model khusus per modalitas pada ImageNet-1K, Kinetics-400, dan SUN RGB-D."" Angka 86,0% (ImageNet, Swin-L), 84,1% (Kinetics-400, Swin-L), 67,1% (SUN RGB-D, Swin-L), serta 84,0%/83,3%/65,4% (Swin-B) diperoleh...","Kelebihan utama Omnivore adalah kesederhanaan rekayasa: satu jaringan, satu siklus pelatihan, tiga modalitas, dengan akurasi yang tidak kalah dari model khusus. Ini mengurangi biaya penerapan pada sistem yang harus menangani lebih dari satu jenis sensor visual sekaligus, misalnya platform robotika yang memiliki kamera RGB dan sensor kedalaman. Mekanisme tokenisasi terpadunya juga cukup umum untuk diperluas ke modalitas visual lain tanpa mengubah struktur...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",14 PDF pages; automatic locator scanned first 10
175,175_Depth Anything V2.pdf,175 - 2024 - Depth Anything V2 - Estimasi Kedalaman.md,yang2024depthanythingv2,Depth Anything V2,2024,Estimasi Kedalaman,Depth estimation or depth-aware perception,RGB-D / depth-aware,"Gagasan inti Depth Anything V2 adalah memisahkan sumber label akurat dari sumber keragaman data. Citra sintetis yang dihasilkan mesin grafis 3D memiliki label kedalaman piksel demi piksel yang presisi sempurna, tetapi jumlah dan keragamannya terbatas sehingga model yang dilatih langsung di atasnya cenderung tidak menggeneralisasi ke citra dunia nyata. Citra nyata tanpa label tersedia dalam jumlah besar dan sangat beragam, tetapi tidak memiliki label kedal...","Evaluasi dilakukan pada tolok ukur zero-shot (model diuji pada dataset yang tidak pernah dilihat saat pelatihan) untuk kedalaman relatif, dibandingkan dengan Depth Anything V1 dan metode berbasis difusi seperti Marigold dan GeoWizard (model yang memakai proses difusi citra untuk memprediksi kedalaman). Dua sumbu pembanding utama adalah kualitas detail (ketajaman tepi objek, terutama struktur tipis) dan efisiensi komputasi. Pada sumbu efisiensi, model Dept...","Kutip dengan kunci `yang2024depthanythingv2`. Ringkasan yang aman dikutip: ""Depth Anything V2 melatih model guru ViT-Giant/DINOv2-G pada 595 ribu citra sintetis berlabel presisi, memakainya untuk melabeli semu lebih dari 62 juta citra nyata, lalu mendistilasi hasilnya ke model siswa berukuran Small hingga Large, menghasilkan kedalaman relatif yang lebih tajam dan lebih cepat dari 10x dibandingkan model berbasis difusi seperti Marigold, dievaluasi lewat to...","Kelebihan utama makalah ini adalah pemisahan yang jelas antara sumber ketajaman label (sintetis) dan sumber keragaman domain (nyata tanpa label lewat distilasi), yang terbukti menghasilkan model lebih tajam daripada pelatihan langsung pada label kedalaman nyata. Rilis empat ukuran model memberi keleluasaan memilih titik keseimbangan antara akurasi dan biaya komputasi, dan tolok ukur DA-2K mengisi kekosongan evaluasi pada skenario yang selama ini jarang di...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 3",30 PDF pages; automatic locator scanned first 10
176,176_ZoeDepth.pdf,176 - 2023 - ZoeDepth - Estimasi Kedalaman.md,bhat2023zoedepth,ZoeDepth: Zero-shot Transfer by Combining Relative and Metric Depth,2023,Estimasi Kedalaman,Depth estimation or depth-aware perception,RGB-D / depth-aware,"Gagasan inti ZoeDepth adalah memisahkan pelatihan menjadi dua tahap yang saling melengkapi. Tahap pertama melatih *encoder-decoder* (jaringan penyandi-pengurai fitur) pada tugas *depth* relatif memakai gabungan dua belas kumpulan data, sehingga jaringan mempelajari representasi struktur kedalaman yang kaya dan tidak terikat satu domain. Tahap kedua menempelkan kepala prediksi tambahan — modul bin metrik — di atas *decoder* yang sudah terlatih itu, lalu me...","Evaluasi utama dilakukan pada NYU Depth v2 (kumpulan data indoor dengan label kedalaman dari sensor RGB-D) dan KITTI (kumpulan data outdoor dari kendaraan berkamera dan LiDAR), memakai metrik standar estimasi *depth*: REL (galat relatif absolut, rata-rata selisih absolut antara prediksi dan kebenaran dibagi kebenaran — makin kecil makin baik), RMSE (*root mean square error*, akar rata-rata kuadrat galat), dan delta1 (persentase piksel dengan rasio prediks...","Kutip dengan kunci `bhat2023zoedepth`. Ringkasan yang aman dikutip: ""ZoeDepth menggabungkan pra-pelatihan *depth* relatif pada dua belas kumpulan data dengan modul bin metrik dan lapisan *attractor* yang disetel halus pada data metrik (NYU Depth v2, KITTI), mencapai peningkatan REL sekitar 21% pada NYU Depth v2 dibanding metode metrik sebelumnya serta generalisasi zero-shot ke delapan kumpulan data tak terlihat."" Angka 21% REL pada NYU Depth v2 dan klaim...","Kelebihan utama ZoeDepth terletak pada penyatuan dua tujuan yang secara historis dianggap berkompromi: skala metrik dan generalisasi domain. Arsitekturnya modular — *backbone* relatif dapat dipakai ulang untuk domain metrik baru hanya dengan melatih kepala bin baru, tanpa mengulang pra-pelatihan besar. Router domain pada varian gabungan memungkinkan satu model melayani indoor dan outdoor tanpa kepala tunggal yang dipaksa menangani rentang skala yang jauh...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 4",20 PDF pages; automatic locator scanned first 10
177,177_Metric3D.pdf,177 - 2023 - Metric3D - Estimasi Kedalaman.md,yin2023metric3d,Metric3D: Towards Zero-Shot Metric 3D Prediction from a Single Image,2023,Estimasi Kedalaman,3D detection or localization,RGB-D / depth-aware,"Gagasan inti Metric3D adalah bahwa ambiguitas skala akibat panjang fokus dapat dihilangkan dengan transformasi geometris sederhana sebelum data masuk ke jaringan, bukan dengan menambah kapasitas model untuk menebak-nebak kamera apa yang dipakai. Panjang fokus menentukan rasio antara ukuran piksel suatu objek pada citra dan jarak sebenarnya objek itu dari kamera. Jika seluruh citra pelatihan — yang berasal dari kamera berbeda-beda — diskalakan ulang seolah...","Evaluasi dilakukan pada tujuh tolok ukur *zero-shot*, termasuk NYU Depth V2 (adegan dalam ruang) dan KITTI (adegan luar ruang dari kamera kendaraan), memakai metrik AbsRel (*Absolute Relative Error*, rata-rata selisih absolut antara kedalaman prediksi dan kebenaran dibagi kedalaman kebenaran — semakin kecil semakin baik) dan δ₁ (persentase piksel yang rasio prediksi-terhadap-kebenarannya berada dalam ambang 1,25 — semakin besar semakin baik). Pada NYU Dep...","Kutip dengan kunci `yin2023metric3d`. Ringkasan yang aman dikutip: ""Metric3D mengusulkan transformasi ke ruang kamera kanonik untuk menghilangkan ambiguitas skala akibat panjang fokus kamera yang beragam, dilatih pada lebih dari delapan juta citra dari sebelas dataset, dan mencapai performa zero-shot terbaik pada tujuh tolok ukur sekaligus memenangkan 2nd Monocular Depth Estimation Challenge (Yin dkk., ICCV 2023)."" Angka AbsRel 0,083/δ₁ 0,944 pada NYU Dep...","Kelebihan utama Metric3D adalah pemisahan yang jelas antara sumber ambiguitas (panjang fokus kamera) dan pembelajaran representasi kedalaman, sehingga solusi geometris sederhana — transformasi kanonik — dapat dipasangkan pada arsitektur jaringan prediksi kedalaman standar tanpa mekanisme kondisional yang rumit. Cakupan data pelatihan yang sangat luas (sebelas dataset, delapan juta citra) turut menjelaskan kemampuan generalisasi lintas domain yang kuat, di...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2, 3",17 PDF pages; automatic locator scanned first 10
178,178_Marigold.pdf,178 - 2024 - Marigold - Estimasi Kedalaman.md,ke2024marigold,Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation,2024,Estimasi Kedalaman,Depth estimation or depth-aware perception,RGB-D / depth-aware,"Gagasan inti Marigold adalah memperlakukan estimasi kedalaman sebagai proses *denoising* (penghilangan derau) bersyarat pada citra masukan, memakai arsitektur U-Net difusi yang sudah pralatih pada Stable Diffusion. Model difusi bekerja dengan melatih jaringan memprediksi dan mengurangi derau yang ditambahkan secara bertahap pada data, sehingga dari derau murni jaringan dapat merekonstruksi sampel data yang valid lewat iterasi berulang. Pada Marigold, ""dat...","Marigold dievaluasi secara *zero-shot* — tanpa penyetelan tambahan pada data target — pada sejumlah tolok ukur estimasi kedalaman standar yang mencakup *scene* dalam ruangan dan luar ruangan, meliputi NYU Depth V2, KITTI, ETH3D, ScanNet, dan DIODE. Karena model hanya dilatih pada data sintetis Hypersim dan Virtual KITTI, seluruh dataset evaluasi ini benar-benar tidak terlihat selama pelatihan, menjadikan pengujian ini tolok ukur generalisasi murni. Penuli...","Kutip dengan kunci `ke2024marigold`. Ringkasan yang aman dikutip: ""Marigold menyetel ulang model difusi laten Stable Diffusion menjadi estimator kedalaman monokular affine-invariant, dilatih hanya dengan data sintetis (Hypersim, Virtual KITTI) dalam beberapa hari pada satu GPU, dan mencapai generalisasi zero-shot yang kuat dengan peningkatan performa lebih dari 20% pada sejumlah tolok ukur dibandingkan metode pembanding."" Catatan verifikasi sebelum sitasi...","Kelebihan utama Marigold adalah generalisasi *zero-shot* yang kuat ke domain di luar data latih, dicapai hanya dengan data sintetis dan tanpa memerlukan kedalaman nyata berlabel besar-besaran, berkat prior visual yang diwariskan dari model difusi pralatih. Detail struktur halus pada peta kedalaman yang dihasilkan juga lebih tajam dibandingkan banyak estimator diskriminatif sezaman, karena U-Net difusi telah terlatih menangkap tekstur dan batas objek secar...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",33 PDF pages; automatic locator scanned first 10
179,179_NeWCRFs.pdf,179 - 2022 - NeWCRFs - Estimasi Kedalaman.md,yuan2022newcrfs,Neural Window Fully-connected CRFs for Monocular Depth Estimation,2022,Estimasi Kedalaman,Depth estimation or depth-aware perception,RGB-D / depth-aware,"Gagasan inti NeWCRFs adalah membagi citra menjadi jendela-jendela kecil dan menghitung CRF *fully-connected* di dalam tiap jendela, alih-alih pada seluruh citra sekaligus. Karena tiap jendela hanya berisi sejumlah kecil simpul (piksel atau petak fitur), penghitungan hubungan antarsemua pasangan simpul di dalamnya tetap murah secara komputasi, sementara sifat ""terhubung penuh"" (setiap simpul saling memengaruhi) tetap terjaga secara lokal. Operasi ini kemud...","Evaluasi dilakukan pada dua tolok ukur utama: NYU Depth v2 (adegan indoor, kedalaman metrik hingga sekitar 10 meter) dan KITTI *Eigen split* (adegan jalan raya outdoor, pembagian data standar yang diperkenalkan Eigen dkk.). Metrik yang dilaporkan meliputi AbsRel (*Absolute Relative error*, rata-rata selisih absolut relatif terhadap kedalaman sebenarnya — makin kecil makin baik), RMSE (*Root Mean Square Error*, akar rata-rata kuadrat galat dalam satuan met...","Kutip dengan kunci `yuan2022newcrfs`. Ringkasan aman: ""NeWCRFs merumuskan estimasi kedalaman monokular sebagai optimisasi CRF *fully-connected* yang dihitung per jendela citra memakai *multi-head attention*, dengan Swin Transformer sebagai *encoder* dan struktur dekoder *bottom-up-top-down* empat level, mencapai kinerja *state-of-the-art* pada NYU Depth v2 dan KITTI saat dipublikasikan pada CVPR 2022."" Angka hasil (NYU: AbsRel 0,095, RMSE 0,334, log10 0,0...","Kelebihan utama NeWCRFs adalah menyatukan prinsip klasik CRF — konsistensi spasial antarsimpul bertetangga — dengan efisiensi komputasi Transformer berjendela, sehingga optimisasi CRF dapat dilatih *end-to-end* tanpa tahap pasca-pemrosesan terpisah. Struktur bertingkat dari kasar ke halus memungkinkan model menangkap konteks luas pada level atas (dibantu *pyramid pooling*) sekaligus detail batas objek pada level bawah. Hasil pada tiga dataset berbeda (ind...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",15 PDF pages; automatic locator scanned first 10
180,180_GDR-Net.pdf,180 - 2021 - GDR-Net - Pose 6D.md,wang2021gdrnet,GDR-Net: Geometry-Guided Direct Regression Network for Monocular 6D Object Pose Estimation,2021,Pose 6D,Depth estimation or depth-aware perception,RGB-D / depth-aware,"Gagasan inti GDR-Net adalah memisahkan proses estimasi pose menjadi dua tahap yang tetap terhubung secara *differentiable*. Tahap pertama memprediksi representasi geometris perantara dense (nilai per piksel, bukan sekumpulan titik jarang) berupa peta korespondensi 2D-3D beserta informasi bantu terkait. Tahap kedua adalah modul regresi kecil, Patch-PnP, yang membaca peta-peta tersebut dan langsung mengeluarkan pose 6D — menggantikan solver PnP/RANSAC klasi...","Evaluasi dilakukan pada tiga dataset standar estimasi pose 6D. LineMOD (LM) berisi 13 objek tunggal dengan latar relatif bersih. LineMOD-Occlusion (LM-O) memakai subset citra dari LM yang sama tetapi dengan banyak objek saling menutupi sebagian (oklusi), sehingga lebih menantang. YCB-Video (YCB-V) berisi 21 objek rumah tangga dalam adegan meja yang berantakan dengan variasi pencahayaan dan oklusi. Metrik utama adalah ADD(-S): rata-rata jarak titik permuka...","Kutip dengan kunci `wang2021gdrnet`. Ringkasan yang aman dikutip: ""GDR-Net menyatukan estimasi pose 6D berbasis korespondensi geometris dense dengan regresi langsung yang dapat dilatih *end-to-end*, memakai modul Patch-PnP sebagai pengganti PnP/RANSAC klasik yang tidak *differentiable*, dan dievaluasi pada dataset LineMOD, LineMOD-Occlusion, dan YCB-Video dengan metrik ADD(-S)."" Angka recall ADD(-S) sekitar 62,2% pada LM-O dan perbandingan sekitar 40,8% u...","Kelebihan GDR-Net terletak pada penyatuan dua paradigma yang sebelumnya terpisah: akurasi dari representasi geometris dense dan kemampuan pelatihan *end-to-end* dari regresi langsung. Karena Patch-PnP adalah jaringan *feed-forward*, waktu inferensinya konstan dan dapat diprediksi, berbeda dari RANSAC yang jumlah iterasinya bervariasi tergantung kualitas data. Peta atensi wilayah permukaan juga memberi mekanisme eksplisit untuk menangani objek simetris, se...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",17 PDF pages; automatic locator scanned first 10
181,181_ZebraPose.pdf,181 - 2022 - ZebraPose - Pose 6D.md,su2022zebrapose,ZebraPose: Coarse to Fine Surface Encoding for 6DoF Object Pose Estimation,2022,Pose 6D,6D pose estimation or robotic grasping,RGB-D / depth-aware,"ZebraPose mengganti regresi koordinat 3D kontinu dengan klasifikasi kode biner diskret. Setiap titik pada permukaan model 3D diberi kode biner unik yang dihasilkan lewat pembagian hierarkis: pada iterasi pertama seluruh permukaan dibagi dua kelompok sama besar (bit pertama, 0 atau 1); pada iterasi kedua, masing-masing dari dua kelompok itu dibagi dua lagi (bit kedua); proses ini berulang hingga jumlah bit yang ditentukan, sehingga tiap titik memperoleh ra...","Evaluasi dilakukan pada LM-O, subset dari LineMOD yang berisi delapan objek dengan oklusi berat antar-objek dalam satu adegan, dan YCB-V, tolok ukur beranggota 21 objek pada adegan meja berantakan. Model dilatih per-objek, memakai kombinasi citra sintetis hasil physically-based rendering (PBR, rendering yang mensimulasikan interaksi cahaya-material secara fisis) dan citra nyata terbatas dari data pelatihan resmi kedua tolok ukur. Metrik utama adalah ADD(-...","Kutip dengan kunci `su2022zebrapose`. Ringkasan yang aman dikutip: ""ZebraPose mengodekan permukaan model 3D objek secara hierarkis menjadi kode biner bertingkat, memprediksinya padat per-piksel dengan strategi pelatihan kasar-ke-halus, lalu menyelesaikan pose 6D lewat PnP-RANSAC atas korespondensi 2D-3D yang terbentuk, mencapai rata-rata perolehan ADD(-S) 76,9% pada LM-O dan 80,5% pada YCB-V."" Angka-angka berikut diperoleh dari ekstraksi otomatis terhadap...","Kelebihan utama ZebraPose adalah kepadatan dan ketelitian korespondensi: setiap piksel objek menyumbang satu pasangan korespondensi 2D-3D, jauh melampaui jumlah titik kunci pada metode voting, tanpa harus meregresi koordinat kontinu yang secara numerik lebih sulit dipelajari stabil. Strategi pelatihan kasar-ke-halus membuat jaringan tidak perlu langsung mempelajari detail permukaan paling halus di awal pelatihan, yang secara empiris terbukti meningkatkan...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",17 PDF pages; automatic locator scanned first 10
182,182_OnePose.pdf,182 - 2022 - OnePose - Pose 6D.md,sun2022onepose,OnePose: One-Shot Object Pose Estimation without CAD Models,2022,Pose 6D,6D pose estimation or robotic grasping,RGB-D / depth-aware,"Gagasan inti OnePose adalah memindahkan masalah estimasi pose 6D dari kerangka ""klasifikasi/regresi per objek"" ke kerangka *visual localization* (pelokalan visual, teknik menentukan posisi dan orientasi kamera relatif terhadap suatu adegan yang telah direkonstruksi sebelumnya). Dalam pelokalan visual, sebuah adegan direkonstruksi sekali menjadi model titik 3D melalui SfM, kemudian pose kamera baru dihitung dengan mencocokkan fitur citra kueri terhadap tit...","Penulis mengevaluasi OnePose pada dua kelompok data. Pertama, dataset OnePose yang mereka kumpulkan sendiri, terdiri atas 450 sekuens video dari 150 objek sehari-hari; setiap objek direkam dengan video referensi (untuk membangun model titik) dan video pengujian terpisah (untuk mengukur akurasi pose). Kedua, dataset LINEMOD, tolok ukur standar pose 6D objek tunggal yang sebelumnya dipakai metode *instance-level* seperti GDR-Net dan ZebraPose. Pada LINEMOD,...","Kutip dengan kunci `sun2022onepose`. Ringkasan yang aman dikutip: ""OnePose mengestimasi pose 6D objek arbitrer tanpa model CAD dan tanpa pelatihan ulang per objek, dengan membangun model titik 3D jarang dari video referensi via *structure-from-motion* lalu mencocokkan fitur 2D-3D memakai jaringan atensi grafis (CVPR 2022)."" Fakta yang telah dikonfirmasi dari sumber: skema pipeline (SuperPoint/SuperGlue untuk pemetaan, COLMAP untuk SfM, GATs-SPG untuk penc...","Kelebihan utama OnePose adalah pemisahan total antara kebutuhan data objek (video RGB biasa, tanpa CAD dan tanpa pemindai khusus) dan kemampuan generalisasi ke objek baru tanpa pelatihan ulang. Ini membuat sistem dapat diperluas ke objek yang benar-benar baru hanya dengan menambah data pemetaan, bukan menambah pelatihan jaringan. Kelebihan lain adalah penggunaan kembali komponen pencocokan fitur yang telah terbukti (SuperPoint, SuperGlue) yang diperkuat l...","Transferable evidence for depth reliability, fusion, geometry, or de-duplication; requires TBS field validation.","1, 2",10 PDF pages; automatic locator scanned first 10
183,183_Contact-GraspNet.pdf,183 - 2021 - Contact-GraspNet - Grasp Robotik.md,sundermeyer2021contactgraspnet,Contact-GraspNet: Efficient 6-DoF Grasp Generation in Cluttered Scenes,2021,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti Contact-GraspNet adalah mengurangi dimensi pencarian grasp dengan menetapkan titik kontak grasp langsung pada titik-titik point cloud yang teramati. Karena titik-titik itu sudah pasti berada pada permukaan objek nyata, tiga derajat kebebasan translasi grasp otomatis terpenuhi begitu satu titik dipilih. Jaringan tidak lagi perlu mengusulkan posisi grasp dari ruang kosong 6-DoF; ia cukup memprediksi, untuk setiap titik pada point cloud, apakah...","Evaluasi dilakukan pada dua tingkat: simulasi fisika untuk mengukur kualitas dan cakupan grasp yang dihasilkan pada scene sintetis, dan uji fisik pada lengan robot Franka Panda untuk mengukur keberhasilan grasp di dunia nyata. Pada uji robot fisik, 51 objek yang tidak pernah dilihat selama pelatihan disusun dalam kondisi berantakan (*bin-picking*, pengambilan objek dari wadah tercampur), dan metode ini melaporkan tingkat keberhasilan grasp keseluruhan 90,...","Kutip dengan kunci `sundermeyer2021contactgraspnet`. Ringkasan yang aman dikutip: ""Contact-GraspNet menghasilkan grasp 6-DoF langsung dari satu point cloud dengan menautkan setiap grasp pada titik kontak yang teramati di permukaan objek, mereduksi dimensi pencarian menjadi 4-DoF; dilatih pada dataset sintetis ACRONYM (PointNet++ sebagai backbone), metode ini mencapai tingkat keberhasilan grasp 90,20% pada uji robot fisik terhadap 51 objek baru dalam kondi...","Kelebihan utama metode ini adalah kesederhanaan jalur inferensi: satu proses maju melalui jaringan menghasilkan seluruh kandidat grasp untuk scene, tanpa iterasi sampling-evaluasi seperti pada 6-DOF GraspNet. Representasi berbasis titik kontak juga secara inheren menghindari kandidat grasp yang melayang jauh dari permukaan objek, karena translasi grasp diwarisi langsung dari geometri yang teramati. Generalisasi dari data sintetis ACRONYM ke sensor kedalam...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",7 PDF pages; automatic locator scanned first 7
184,184_VGN.pdf,184 - 2020 - VGN - Grasp Robotik.md,breyer2021vgn,Volumetric Grasping Network: Real-Time 6 DOF Grasp Detection in Clutter,2020,Grasp Robotik,6D pose estimation or robotic grasping,RGB,"Gagasan inti VGN adalah mengubah deteksi *grasp* dari masalah klasifikasi kandidat menjadi masalah regresi padat pada volume. *Scene* direpresentasikan sebagai grid TSDF: setiap *voxel* menyimpan nilai jarak bertanda (positif di luar permukaan, negatif di dalam, dipotong/*truncated* pada rentang tertentu) terhadap permukaan objek terdekat, dibangun dengan menggabungkan (*fusion*) beberapa citra kedalaman dari sudut pandang berbeda. Jaringan 3D CNN kemudia...","Evaluasi dilakukan pada dua lingkungan: simulasi PyBullet dan robot nyata. Pada simulasi, uji *clutter removal* (pembersihan tumpukan objek berulang hingga habis atau gagal berturut-turut) dijalankan pada skenario *pile* dan *packed* dengan variasi jumlah objek, membandingkan VGN dengan baseline GPD. Pada skenario *packed* dengan lima objek, VGN mencapai tingkat keberhasilan cengkeraman dan tingkat pembersihan (*clearance rate*, proporsi objek yang berhas...","Kutip dengan kunci `breyer2021vgn`. Ringkasan yang aman dikutip: ""VGN memprediksi grasp 6-DoF dari representasi volumetrik TSDF lewat 3D CNN yang mengeluarkan peta kualitas, orientasi, dan lebar grasp untuk setiap voxel dalam satu forward pass, mencapai waktu perencanaan sekitar 10 milidetik dan clearance rate 92% pada uji robot nyata dengan lengan Franka Emika Panda."" Angka detail berikut diambil dari versi HTML arXiv dan sebaiknya diverifikasi ulang ter...","Kelebihan utama VGN adalah kecepatan: prediksi padat satu-*pass* menghilangkan kebutuhan mengevaluasi kandidat satu per satu, sehingga waktu perencanaan tidak bergantung pada jumlah kandidat yang dipertimbangkan. Representasi TSDF multi-sudut-pandang memberi jaringan informasi geometri *scene* yang lebih lengkap daripada satu citra kedalaman tunggal, dan validasi pada robot nyata — bukan hanya simulasi — memperkuat klaim kepraktisan metode. Dari sisi reka...",Baseline or methodological evidence; requires TBS-specific validation.,"1, 2",10 PDF pages; automatic locator scanned first 10
